text,intent,entities
Je me déplace la semaine prochaine de Sakété à Marseille,TRIP,"[{""start"": 38, ""end"": 44, ""label"": ""Departure""}, {""start"": 47, ""end"": 56, ""label"": ""Destination""}]"
Pouvez-vous me donner les horaires Paris Savé,NOT_TRIP,[]
C'est possible d'aller de Montpellier à Nîmes,TRIP,"[{""start"": 26, ""end"": 37, ""label"": ""Departure""}, {""start"": 40, ""end"": 45, ""label"": ""Destination""}]"
uzww,UNKNOWN,[]
Thank you very much,NOT_FRENCH,[]
Je vais de Porto-Novo à Orléans pour affaires,TRIP,"[{""start"": 11, ""end"": 21, ""label"": ""Departure""}, {""start"": 24, ""end"": 31, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Metz à Amiens,TRIP,"[{""start"": 38, ""end"": 42, ""label"": ""Departure""}, {""start"": 45, ""end"": 51, ""label"": ""Destination""}]"
Il faut que j'aille de Savé à Parakou,TRIP,"[{""start"": 23, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 37, ""label"": ""Destination""}]"
J'aimerais aller de Porto-Novo à Villeurbanne,TRIP,"[{""start"": 20, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 45, ""label"": ""Destination""}]"
De Limoges à Parakou,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 13, ""end"": 20, ""label"": ""Destination""}]"
xD xD xD,UNKNOWN,[]
De Dijon jusqu'à Aix-en-Provence,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 17, ""end"": 32, ""label"": ""Destination""}]"
Je vais de Caen à Montreuil pour affaires,TRIP,"[{""start"": 11, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 27, ""label"": ""Destination""}]"
Horarios de tren por favor,NOT_FRENCH,[]
Nice → Rennes,TRIP,"[{""start"": 0, ""end"": 4, ""label"": ""Departure""}, {""start"": 7, ""end"": 13, ""label"": ""Destination""}]"
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
Je me déplace la semaine prochaine de Lyon à Marseille,TRIP,"[{""start"": 38, ""end"": 42, ""label"": ""Departure""}, {""start"": 45, ""end"": 54, ""label"": ""Destination""}]"
Je compte partir de Rennes vers Porto-Novo,TRIP,"[{""start"": 20, ""end"": 26, ""label"": ""Departure""}, {""start"": 32, ""end"": 42, ""label"": ""Destination""}]"
Je voudrais confirmer ma réunion,NOT_TRIP,[]
Puis-je commander un aller simple pour Nice Marseille,NOT_TRIP,[]
de Kandi vers Parakou,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 14, ""end"": 21, ""label"": ""Destination""}]"
Tarifs pour Lyon Le Havre,NOT_TRIP,[]
Je rentre à Caen depuis Nîmes,TRIP,"[{""start"": 24, ""end"": 29, ""label"": ""Departure""}, {""start"": 12, ""end"": 16, ""label"": ""Destination""}]"
Je désire un aller-retour de Ouidah vers Toulon,NOT_TRIP,[]
Je désire un aller-retour de Toulouse vers Rennes,NOT_TRIP,[]
Quel est le prix du billet Allada Parakou,NOT_TRIP,[]
Tarifs pour Nice Kétou,NOT_TRIP,[]
Train schedule please,NOT_FRENCH,[]
De Montreuil à Sakété,TRIP,"[{""start"": 3, ""end"": 12, ""label"": ""Departure""}, {""start"": 15, ""end"": 21, ""label"": ""Destination""}]"
Je voyage ce soir de Besançon vers Le Havre,TRIP,"[{""start"": 21, ""end"": 29, ""label"": ""Departure""}, {""start"": 35, ""end"": 43, ""label"": ""Destination""}]"
!!!???,UNKNOWN,[]
Tarifs pour Lokossa Malanville,NOT_TRIP,[]
Rennes → Montreuil,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 18, ""label"": ""Destination""}]"
C'est combien pour aller de Lille à Amiens,NOT_TRIP,[]
¿Cómo llegar a Málaga?,NOT_FRENCH,[]
À quelle heure y a-t-il des trains de Nîmes à Brest,NOT_TRIP,[]
hein?,UNKNOWN,[]
bla bla bla,UNKNOWN,[]
!!!,UNKNOWN,[]
Y a-t-il un train Abomey-Porto-Novo,NOT_TRIP,[]
Avez-vous des places disponibles pour Dijon Saint-Denis,NOT_TRIP,[]
C'est possible d'aller de Comè à Lille,TRIP,"[{""start"": 26, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 38, ""label"": ""Destination""}]"
¿Hay un tren a Barcelona?,NOT_FRENCH,[]
wxcvbn,UNKNOWN,[]
Il faut que j'aille de Abomey à Natitingou,TRIP,"[{""start"": 23, ""end"": 29, ""label"": ""Departure""}, {""start"": 32, ""end"": 42, ""label"": ""Destination""}]"
Há um comboio para Lisboa?,NOT_FRENCH,[]
???,UNKNOWN,[]
À quelle heure part le train de Lille à Bohicon,NOT_TRIP,[]
Avez-vous des places disponibles pour Angers Nice,NOT_TRIP,[]
hein?,UNKNOWN,[]
Trajet Savé → Djougou,TRIP,"[{""start"": 7, ""end"": 11, ""label"": ""Departure""}, {""start"": 14, ""end"": 21, ""label"": ""Destination""}]"
Pouvez-vous me trouver un train de Nice à Marseille,NOT_TRIP,[]
À quelle heure y a-t-il des trains de Brest à Toulon,NOT_TRIP,[]
azertyuiop,UNKNOWN,[]
Pouvez-vous me rappeler demain,NOT_TRIP,[]
Je voyage ce soir de Besançon vers Le Mans,TRIP,"[{""start"": 21, ""end"": 29, ""label"": ""Departure""}, {""start"": 35, ""end"": 42, ""label"": ""Destination""}]"
Les horaires pour aller de Caen à Kandi,NOT_TRIP,[]
Un billet pour Parakou Marseille,NOT_TRIP,[]
Hoe laat vertrekt de trein?,NOT_FRENCH,[]
Avez-vous des trains pour Cotonou Rouen,NOT_TRIP,[]
Je dois me rendre de Le Havre à Aix-en-Provence,TRIP,"[{""start"": 21, ""end"": 29, ""label"": ""Departure""}, {""start"": 32, ""end"": 47, ""label"": ""Destination""}]"
Wann fährt der Zug ab?,NOT_FRENCH,[]
J'aimerais aller de Ouidah à Limoges,TRIP,"[{""start"": 20, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 36, ""label"": ""Destination""}]"
Je cherche un train Angers Boulogne-Billancourt,NOT_TRIP,[]
Pourrais-je avoir un trajet Tchaourou - Angers,TRIP,"[{""start"": 28, ""end"": 37, ""label"": ""Departure""}, {""start"": 40, ""end"": 46, ""label"": ""Destination""}]"
Pourrais-je avoir un trajet Saint-Denis - Porto-Novo,TRIP,"[{""start"": 28, ""end"": 39, ""label"": ""Departure""}, {""start"": 42, ""end"": 52, ""label"": ""Destination""}]"
Há um comboio para Lisboa?,NOT_FRENCH,[]
Danke schön,NOT_FRENCH,[]
...,UNKNOWN,[]
Há um comboio para Lisboa?,NOT_FRENCH,[]
Je veux aller de Argenteuil à Bassila,TRIP,"[{""start"": 17, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 37, ""label"": ""Destination""}]"
Is er een trein naar Amsterdam?,NOT_FRENCH,[]
Je cherche un train Paris Djougou,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Savé Le Havre,TRIP,"[{""start"": 44, ""end"": 48, ""label"": ""Departure""}, {""start"": 49, ""end"": 57, ""label"": ""Destination""}]"
Grazie mille,NOT_FRENCH,[]
Aller de Annecy vers Lyon,TRIP,"[{""start"": 9, ""end"": 15, ""label"": ""Departure""}, {""start"": 21, ""end"": 25, ""label"": ""Destination""}]"
de Nantes à Allada,TRIP,"[{""start"": 3, ""end"": 9, ""label"": ""Departure""}, {""start"": 12, ""end"": 18, ""label"": ""Destination""}]"
Je souhaite obtenir un billet Metz - Pobè,NOT_TRIP,[]
Puis-je commander un aller simple pour Reims Dijon,NOT_TRIP,[]
Aller de Perpignan vers Nikki,TRIP,"[{""start"": 9, ""end"": 18, ""label"": ""Departure""}, {""start"": 24, ""end"": 29, ""label"": ""Destination""}]"
wxcvbn,UNKNOWN,[]
Je pars de Tours vers Paris pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 22, ""end"": 27, ""label"": ""Destination""}]"
¿Cómo llegar a Málaga?,NOT_FRENCH,[]
Avez-vous des disponibilités pour un trajet Montreuil Ouidah,TRIP,"[{""start"": 44, ""end"": 53, ""label"": ""Departure""}, {""start"": 54, ""end"": 60, ""label"": ""Destination""}]"
Devo andare a Venezia,NOT_FRENCH,[]
Prix du trajet Comè Tchaourou,NOT_TRIP,[]
Départ: Lokossa Destination: Rennes,TRIP,"[{""start"": 8, ""end"": 15, ""label"": ""Departure""}, {""start"": 29, ""end"": 35, ""label"": ""Destination""}]"
quoi?,UNKNOWN,[]
...........,UNKNOWN,[]
¿Cuánto cuesta ir a Valencia?,NOT_FRENCH,[]
Pouvez-vous me rappeler demain,NOT_TRIP,[]
Je désire un trajet de Nîmes à Argenteuil,TRIP,"[{""start"": 23, ""end"": 28, ""label"": ""Departure""}, {""start"": 31, ""end"": 41, ""label"": ""Destination""}]"
Pouvez-vous me donner un billet de Comè à Bassila,NOT_TRIP,[]
euh...,UNKNOWN,[]
Avez-vous des disponibilités pour un trajet Angers Nantes,TRIP,"[{""start"": 44, ""end"": 50, ""label"": ""Departure""}, {""start"": 51, ""end"": 57, ""label"": ""Destination""}]"
À quelle heure y a-t-il des trains de Nîmes à Ouidah,NOT_TRIP,[]
Je voudrais réserver Villeurbanne Saint-Denis,NOT_TRIP,[]
Comment prendre un billet Argenteuil Mulhouse,NOT_TRIP,[]
Thank you very much,NOT_FRENCH,[]
depuis Le Mans jusqu'à Brest,TRIP,"[{""start"": 7, ""end"": 14, ""label"": ""Departure""}, {""start"": 23, ""end"": 28, ""label"": ""Destination""}]"
Il reste des places pour Bohicon Besançon,NOT_TRIP,[]
J'aimerais aller de Nantes à Le Mans,TRIP,"[{""start"": 20, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 36, ""label"": ""Destination""}]"
Trajet de Saint-Étienne à Toulon pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 32, ""label"": ""Destination""}]"
euh...,UNKNOWN,[]
Tarifs pour Nice Lille,NOT_TRIP,[]
quoi?,UNKNOWN,[]
lol lol lol,UNKNOWN,[]
Pouvez-vous me trouver un train de Brest à Villeurbanne,NOT_TRIP,[]
Je veux un billet Marseille Saint-Denis,NOT_TRIP,[]
Je dois effectuer le trajet Kandi Malanville,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 34, ""end"": 44, ""label"": ""Destination""}]"
Avez-vous des disponibilités pour un trajet Cotonou Paris,TRIP,"[{""start"": 44, ""end"": 51, ""label"": ""Departure""}, {""start"": 52, ""end"": 57, ""label"": ""Destination""}]"
Il reste des places pour Lille Cotonou,NOT_TRIP,[]
Quiero un billete para Madrid,NOT_FRENCH,[]
Tarifs pour Pobè Grenoble,NOT_TRIP,[]
Nîmes Natitingou,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 6, ""end"": 16, ""label"": ""Destination""}]"
Vorrei un biglietto per Milano,NOT_FRENCH,[]
Je pars demain de Annecy à Boulogne-Billancourt,TRIP,"[{""start"": 18, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 47, ""label"": ""Destination""}]"
Ich muss nach Frankfurt,NOT_FRENCH,[]
Trajet de Cotonou à Djougou pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 17, ""label"": ""Departure""}, {""start"": 20, ""end"": 27, ""label"": ""Destination""}]"
bg,UNKNOWN,[]
Pouvez-vous me trouver un train de Pobè à Lokossa,NOT_TRIP,[]
Pouvez-vous me trouver un train de Montreuil à Grenoble,NOT_TRIP,[]
Y a-t-il encore de la place Cotonou - Tours,NOT_TRIP,[]
Je cherche un train Le Mans Mulhouse,NOT_TRIP,[]
À quelle heure y a-t-il des trains de Clermont-Ferrand à Argenteuil,NOT_TRIP,[]
Je pars demain de Bohicon à Pobè,TRIP,"[{""start"": 18, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 32, ""label"": ""Destination""}]"
Je veux un billet Malanville Clermont-Ferrand,NOT_TRIP,[]
Je rentre à Bohicon depuis Tchaourou,TRIP,"[{""start"": 27, ""end"": 36, ""label"": ""Departure""}, {""start"": 12, ""end"": 19, ""label"": ""Destination""}]"
Je voudrais réserver Marseille Dijon,NOT_TRIP,[]
Je vais à Orléans depuis Metz cet après-midi,TRIP,"[{""start"": 25, ""end"": 29, ""label"": ""Departure""}, {""start"": 10, ""end"": 17, ""label"": ""Destination""}]"
Quel est le meilleur moyen pour aller de Limoges vers Strasbourg,TRIP,"[{""start"": 41, ""end"": 48, ""label"": ""Departure""}, {""start"": 54, ""end"": 64, ""label"": ""Destination""}]"
Thank you very much,NOT_FRENCH,[]
hein?,UNKNOWN,[]
!!!,UNKNOWN,[]
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
Les horaires pour aller de Nice à Bordeaux,NOT_TRIP,[]
Quel est le meilleur moyen pour aller de Nancy vers Aix-en-Provence,TRIP,"[{""start"": 41, ""end"": 46, ""label"": ""Departure""}, {""start"": 52, ""end"": 67, ""label"": ""Destination""}]"
Je dois aller de Paris à Natitingou pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 35, ""label"": ""Destination""}]"
Y a-t-il un train Annecy-Nikki,NOT_TRIP,[]
À quelle heure part le train de Orléans à Abomey,NOT_TRIP,[]
uzww,UNKNOWN,[]
Necesito ir a Sevilla,NOT_FRENCH,[]
À quelle heure y a-t-il des trains de Nantes à Montpellier,NOT_TRIP,[]
A che ora parte il treno?,NOT_FRENCH,[]
Je pars demain de Marseille à Aix-en-Provence,TRIP,"[{""start"": 18, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 45, ""label"": ""Destination""}]"
Je veux aller de Cotonou à Dijon,TRIP,"[{""start"": 17, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 32, ""label"": ""Destination""}]"
Train schedule please,NOT_FRENCH,[]
hein?,UNKNOWN,[]
Combien coûte Lokossa - Kétou,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Tours Ouidah,TRIP,"[{""start"": 44, ""end"": 49, ""label"": ""Departure""}, {""start"": 50, ""end"": 56, ""label"": ""Destination""}]"
hahaha,UNKNOWN,[]
Quels sont les horaires de train pour Tchaourou Nîmes,NOT_TRIP,[]
Avez-vous des places disponibles pour Toulon Brest,NOT_TRIP,[]
de Paris à Dijon,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 11, ""end"": 16, ""label"": ""Destination""}]"
Obrigado,NOT_FRENCH,[]
Ich möchte ein Ticket nach München,NOT_FRENCH,[]
Avez-vous des places disponibles pour Clermont-Ferrand Lyon,NOT_TRIP,[]
Je voudrais réserver Mulhouse Dijon,NOT_TRIP,[]
Gracias por su ayuda,NOT_FRENCH,[]
C'è un treno per Roma?,NOT_FRENCH,[]
???,UNKNOWN,[]
Je voudrais confirmer ma réunion,NOT_TRIP,[]
Devo andare a Venezia,NOT_FRENCH,[]
Je souhaite obtenir mon trajet Clermont-Ferrand vers Paris,TRIP,"[{""start"": 31, ""end"": 47, ""label"": ""Departure""}, {""start"": 53, ""end"": 58, ""label"": ""Destination""}]"
???,UNKNOWN,[]
Comment aller de Metz à Rouen,TRIP,"[{""start"": 17, ""end"": 21, ""label"": ""Departure""}, {""start"": 24, ""end"": 29, ""label"": ""Destination""}]"
Trains disponibles Kétou → Cotonou,NOT_TRIP,[]
oklm,UNKNOWN,[]
¿Cómo llegar a Málaga?,NOT_FRENCH,[]
De Aix-en-Provence à Nancy,TRIP,"[{""start"": 3, ""end"": 18, ""label"": ""Departure""}, {""start"": 21, ""end"": 26, ""label"": ""Destination""}]"
de Besançon vers Dijon,TRIP,"[{""start"": 3, ""end"": 11, ""label"": ""Departure""}, {""start"": 17, ""end"": 22, ""label"": ""Destination""}]"
Ich möchte ein Ticket nach München,NOT_FRENCH,[]
Grazie mille,NOT_FRENCH,[]
quoi?,UNKNOWN,[]
???,UNKNOWN,[]
Trajet Le Mans → Marseille,TRIP,"[{""start"": 7, ""end"": 14, ""label"": ""Departure""}, {""start"": 17, ""end"": 26, ""label"": ""Destination""}]"
Je vais à Orléans depuis Bordeaux cet après-midi,TRIP,"[{""start"": 25, ""end"": 33, ""label"": ""Departure""}, {""start"": 10, ""end"": 17, ""label"": ""Destination""}]"
Je pars de Bohicon vers Natitingou pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 18, ""label"": ""Departure""}, {""start"": 24, ""end"": 34, ""label"": ""Destination""}]"
hahaha,UNKNOWN,[]
Merci pour votre aide,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Annecy Metz,TRIP,"[{""start"": 44, ""end"": 50, ""label"": ""Departure""}, {""start"": 51, ""end"": 55, ""label"": ""Destination""}]"
Pouvez-vous me transférer le document,NOT_TRIP,[]
Y a-t-il un train Savé-Cotonou,NOT_TRIP,[]
Pouvez-vous me rappeler demain,NOT_TRIP,[]
Buongiorno,NOT_FRENCH,[]
Trajet Reims → Saint-Étienne,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 15, ""end"": 28, ""label"": ""Destination""}]"
Trajet de Kandi à Malanville pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 28, ""label"": ""Destination""}]"
De Malanville jusqu'à Lille,TRIP,"[{""start"": 3, ""end"": 13, ""label"": ""Departure""}, {""start"": 22, ""end"": 27, ""label"": ""Destination""}]"
Quiero un billete para Madrid,NOT_FRENCH,[]
J'aimerais aller de Rennes à Lyon,TRIP,"[{""start"": 20, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 33, ""label"": ""Destination""}]"
Avez-vous des disponibilités pour un trajet Comè Brest,TRIP,"[{""start"": 44, ""end"": 48, ""label"": ""Departure""}, {""start"": 49, ""end"": 54, ""label"": ""Destination""}]"
Je pars demain de Porto-Novo à Kétou,TRIP,"[{""start"": 18, ""end"": 28, ""label"": ""Departure""}, {""start"": 31, ""end"": 36, ""label"": ""Destination""}]"
euh...,UNKNOWN,[]
Est-ce que je peux réserver pour Marseille Rouen,NOT_TRIP,[]
Trains disponibles Kétou → Aix-en-Provence,NOT_TRIP,[]
"Ein Zug nach Stuttgart, bitte",NOT_FRENCH,[]
Quel est le prix du billet Ouidah Pobè,NOT_TRIP,[]
Pouvez-vous me donner un billet de Saint-Denis à Angers,NOT_TRIP,[]
J'aimerais aller de Bohicon à Aix-en-Provence,TRIP,"[{""start"": 20, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 45, ""label"": ""Destination""}]"
depuis Boulogne-Billancourt jusqu'à Porto-Novo,TRIP,"[{""start"": 7, ""end"": 27, ""label"": ""Departure""}, {""start"": 36, ""end"": 46, ""label"": ""Destination""}]"
Je vais à Boulogne-Billancourt depuis Villeurbanne cet après-midi,TRIP,"[{""start"": 38, ""end"": 50, ""label"": ""Departure""}, {""start"": 10, ""end"": 30, ""label"": ""Destination""}]"
Trajet de Le Havre à Sakété pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 18, ""label"": ""Departure""}, {""start"": 21, ""end"": 27, ""label"": ""Destination""}]"
de Dijon vers Lyon,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 14, ""end"": 18, ""label"": ""Destination""}]"
oklm,UNKNOWN,[]
Quel est le meilleur moyen pour aller de Lille vers Tours,TRIP,"[{""start"": 41, ""end"": 46, ""label"": ""Departure""}, {""start"": 52, ""end"": 57, ""label"": ""Destination""}]"
Je souhaite me déplacer de Kandi à Ouidah,TRIP,"[{""start"": 27, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 41, ""label"": ""Destination""}]"
Un billet pour Savé Sakété,NOT_TRIP,[]
Buenos días,NOT_FRENCH,[]
De Parakou jusqu'à Limoges,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 19, ""end"": 26, ""label"": ""Destination""}]"
Combien coûte Amiens - Orléans,NOT_TRIP,[]
Avez-vous des places disponibles pour Toulouse Cotonou,NOT_TRIP,[]
Pouvez-vous me rappeler demain,NOT_TRIP,[]
Trajet Natitingou → Montreuil,TRIP,"[{""start"": 7, ""end"": 17, ""label"": ""Departure""}, {""start"": 20, ""end"": 29, ""label"": ""Destination""}]"
Quels sont les horaires de train pour Natitingou Le Mans,NOT_TRIP,[]
Départ: Bassila Destination: Allada,TRIP,"[{""start"": 8, ""end"": 15, ""label"": ""Departure""}, {""start"": 29, ""end"": 35, ""label"": ""Destination""}]"
¿Cuánto cuesta ir a Valencia?,NOT_FRENCH,[]
Aller de Lokossa vers Reims,TRIP,"[{""start"": 9, ""end"": 16, ""label"": ""Departure""}, {""start"": 22, ""end"": 27, ""label"": ""Destination""}]"
depuis Ouidah jusqu'à Strasbourg,TRIP,"[{""start"": 7, ""end"": 13, ""label"": ""Departure""}, {""start"": 22, ""end"": 32, ""label"": ""Destination""}]"
C'è un treno per Roma?,NOT_FRENCH,[]
...,UNKNOWN,[]
Avez-vous des disponibilités pour un trajet Kétou Perpignan,TRIP,"[{""start"": 44, ""end"": 49, ""label"": ""Departure""}, {""start"": 50, ""end"": 59, ""label"": ""Destination""}]"
Trajet Nancy → Lyon,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 15, ""end"": 19, ""label"": ""Destination""}]"
I would like a ticket to Manchester,NOT_FRENCH,[]
"Good morning, I need assistance",NOT_FRENCH,[]
Y a-t-il encore de la place Kandi - Saint-Denis,NOT_TRIP,[]
I would like a ticket to Manchester,NOT_FRENCH,[]
Je dois aller de Tchaourou à Strasbourg pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 39, ""label"": ""Destination""}]"
"Good morning, I need assistance",NOT_FRENCH,[]
Wie viel kostet es nach Hamburg?,NOT_FRENCH,[]
Je dois effectuer le trajet Comè Rouen,TRIP,"[{""start"": 28, ""end"": 32, ""label"": ""Departure""}, {""start"": 33, ""end"": 38, ""label"": ""Destination""}]"
Je vais à Nancy depuis Lille cet après-midi,TRIP,"[{""start"": 23, ""end"": 28, ""label"": ""Departure""}, {""start"": 10, ""end"": 15, ""label"": ""Destination""}]"
Tarifs pour Annecy Rouen,NOT_TRIP,[]
Je rentre à Lyon depuis Montreuil,TRIP,"[{""start"": 24, ""end"": 33, ""label"": ""Departure""}, {""start"": 12, ""end"": 16, ""label"": ""Destination""}]"
